0.0    0
0.015    0
0.03    0
0.045    0
0.06    0
0.075    0
0.09    0
0.105    0
0.12    0
0.135    0
0.15    0
0.165    0
0.18    0
0.195    0
0.21    0
0.225    0
0.24    0
0.255    0
0.27    0
0.285    0
0.3    0
0.315    0
0.33    0
0.345    0
0.36    0
0.375    0
0.39    0
0.405    0
0.42    0
0.435    0
0.45    0
0.465    0
0.48    0
0.495    0
0.51    0
0.525    0
0.54    0
0.555    0
0.57    0
0.585    0
0.6    0
0.615    0
0.63    0
0.645    0
0.66    0
0.675    0
0.69    0
0.705    0
0.72    0
0.735    0
0.75    0
0.765    0
0.78    0
0.795    0
0.81    0
0.825    0
0.84    0
0.855    0
0.87    0
0.885    0
0.9    0
0.915    0
0.93    0
0.945    0
0.96    0
0.975    0
0.99    0
1.005    0
1.02    0
1.035    0
1.05    0
1.065    0
1.08    0
1.095    133.603857567
1.11    133.603857567
1.125    144.243323442
1.14    144.243323442
1.155    144.243323442
1.17    144.243323442
1.185    144.243323442
1.2    144.267062315
1.215    144.267062315
1.23    144.267062315
1.245    144.267062315
1.26    144.21958457
1.275    144.21958457
1.29    144.21958457
1.305    144.21958457
1.32    144.21958457
1.335    144.21958457
1.35    155.065281899
1.365    155.065281899
1.38    155.065281899
1.395    155.065281899
1.41    155.065281899
1.425    155.069732938
1.44    155.154302671
1.455    155.172106825
1.47    155.172106825
1.485    155.172106825
1.5    155.172106825
1.515    155.172106825
1.53    155.172106825
1.545    155.172106825
1.56    155.172106825
1.575    175.335311573
1.59    175.335311573
1.605    175.335311573
1.62    175.643916914
1.635    175.643916914
1.65    175.643916914
1.665    175.643916914
1.68    175.643916914
1.695    175.643916914
1.71    175.643916914
1.725    175.643916914
1.74    175.643916914
1.755    175.675074184
1.77    175.675074184
1.785    175.675074184
1.8    188.646884273
1.815    188.646884273
1.83    188.646884273
1.845    188.646884273
1.86    188.646884273
1.875    188.646884273
1.89    188.646884273
1.905    188.646884273
1.92    188.646884273
1.935    188.646884273
1.95    188.646884273
1.965    188.646884273
1.98    188.633531157
1.995    188.633531157
2.01    188.633531157
2.025    197.623145401
2.04    197.623145401
2.055    197.623145401
2.07    197.623145401
2.085    197.623145401
2.1    197.623145401
2.115    197.630563798
2.13    197.630563798
2.145    197.630563798
2.16    197.59347181
2.175    197.59347181
2.19    197.59347181
2.205    197.59347181
2.22    197.59347181
2.235    197.59347181
2.25    212.391691395
2.265    212.427299703
2.28    212.427299703
2.295    212.427299703
2.31    212.427299703
2.325    212.427299703
2.34    212.304154303
2.355    212.307121662
2.37    212.307121662
2.385    212.307121662
2.4    212.307121662
2.415    212.307121662
2.43    212.307121662
2.445    212.307121662
2.46    212.307121662
2.475    219.554896142
2.49    219.599406528
2.505    219.599406528
2.52    219.747774481
2.535    219.770029674
2.55    219.770029674
2.565    219.770029674
2.58    219.770029674
2.595    219.770029674
2.61    219.770029674
2.625    219.770029674
2.64    219.770029674
2.655    219.770029674
2.67    219.770029674
2.685    219.770029674
2.7    228.029673591
2.715    228.029673591
2.73    228.029673591
2.745    228.029673591
2.76    228.029673591
2.775    228.029673591
2.79    228.029673591
2.805    228.029673591
2.82    228.029673591
2.835    228.029673591
2.85    228.029673591
2.865    228.029673591
2.88    228.029673591
2.895    228.029673591
2.91    228.029673591
2.925    232.694362018
2.94    232.694362018
2.955    232.729970326
2.97    232.729970326
2.985    232.729970326
3.0    232.729970326
3.015    232.729970326
3.03    232.729970326
3.045    232.729970326
3.06    233.235905045
3.075    233.34272997
3.09    233.34272997
3.105    233.34272997
3.12    233.34272997
3.135    233.34272997
